index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
2840	2840	2840	crowd:downward_monotone:npi					no woman has ever done this before.	no sane woman has ever done this before.						entailment
2841	2841	2841	crowd:downward_monotone:npi					no sane woman has ever done this before.	no woman has ever done this before.						neutral
2842	2842	2842	crowd:downward_monotone					you can not make bricks without straw.	you can not make good bricks without straw.						entailment
2843	2843	2843	crowd:downward_monotone					you can not make good bricks without straw.	you can not make bricks without straw.						neutral
2844	2844	2844	crowd:downward_monotone					you can not make bricks without straw.	you can not make robust bricks without straw.						entailment
2845	2845	2845	crowd:downward_monotone					you can not make robust bricks without straw.	you can not make bricks without straw.						neutral
2846	2846	2846	crowd:downward_monotone					you can not make bricks without straw.	you can not make lasting bricks without straw.						entailment
2847	2847	2847	crowd:downward_monotone					you can not make lasting bricks without straw.	you can not make bricks without straw.						neutral
2848	2848	2848	crowd:downward_monotone					you can not make bricks without straw.	you can not make red bricks without straw.						entailment
2849	2849	2849	crowd:downward_monotone					you can not make red bricks without straw.	you can not make bricks without straw.						neutral
2850	2850	2850	crowd:downward_monotone					you can not make bricks without straw.	you can not make sturdy bricks without straw.						entailment
2851	2851	2851	crowd:downward_monotone					you can not make sturdy bricks without straw.	you can not make bricks without straw.						neutral
2852	2852	2852	crowd:downward_monotone					you can not make bricks without straw.	you can not make strong bricks without straw.						entailment
2853	2853	2853	crowd:downward_monotone					you can not make strong bricks without straw.	you can not make bricks without straw.						neutral
2854	2854	2854	crowd:downward_monotone					rock climbing without proper equipment is dangerous.	rock climbing without proper reliable equipment is dangerous.						entailment
2855	2855	2855	crowd:downward_monotone					rock climbing without proper equipment is dangerous.	rock climbing without proper equipment of good quality is dangerous.						entailment
2856	2856	2856	crowd:downward_monotone					rock climbing without proper equipment is dangerous.	rock climbing without proper equipment of security is dangerous.						entailment
2857	2857	2857	crowd:downward_monotone					i never get invited to parties.	i never get invited to adult parties.						entailment
2858	2858	2858	crowd:downward_monotone					i never get invited to adult parties.	i never get invited to parties.						neutral
2859	2859	2859	crowd:downward_monotone					i never get invited to parties.	i never get invited to blind parties.						entailment
2860	2860	2860	crowd:downward_monotone					i never get invited to blind parties.	i never get invited to parties.						neutral
2861	2861	2861	crowd:downward_monotone					i never get invited to parties.	i never get invited to good parties.						entailment
2862	2862	2862	crowd:downward_monotone					i never get invited to good parties.	i never get invited to parties.						neutral
2863	2863	2863	crowd:downward_monotone					i never get invited to parties.	i never get invited to funny parties.						entailment
2864	2864	2864	crowd:downward_monotone					i never get invited to funny parties.	i never get invited to parties.						neutral
2865	2865	2865	crowd:downward_monotone					he is no ordinary student.	he is no ordinary college student.						entailment
2866	2866	2866	crowd:downward_monotone					he is no ordinar college student.	he is no ordinary student.						neutral
2867	2867	2867	crowd:downward_monotone					he is no ordinary student.	he is no ordinary undergraduate student.						entailment
2868	2868	2868	crowd:downward_monotone					he is no ordinary undergraduate student.	he is no ordinary student.						neutral
2869	2869	2869	crowd:downward_monotone					he is no ordinary student.	he is no ordinary master's student.						entailment
2870	2870	2870	crowd:downward_monotone					he is no ordinary master's student.	he is no ordinary student.						neutral
2871	2871	2871	crowd:downward_monotone					he would accept no compromise.	he would accept no weak compromise.						entailment
2872	2872	2872	crowd:downward_monotone					he would accept no weak compromise.	he would accept no compromise.						neutral
2873	2873	2873	crowd:downward_monotone					he would accept no compromise.	he would accept no sell-out compromise.						entailment
2874	2874	2874	crowd:downward_monotone					he would accept no compromise.	he would accept no unnecessary compromise.						entailment
2875	2875	2875	crowd:downward_monotone					he would accept no unnecessary compromise.	he would accept no compromise.						neutral
2876	2876	2876	crowd:downward_monotone					he would accept no compromise.	he would accept no policy compromise.						entailment
2877	2877	2877	crowd:downward_monotone					he would accept no policy compromise.	he would accept no compromise.						neutral
2878	2878	2878	crowd:downward_monotone					he would accept no compromise.	he would accept no more compromise.						entailment
2879	2879	2879	crowd:downward_monotone:conjunction					i will never write again in english.	i will never write and speak again in english.						neutral
2880	2880	2880	crowd:downward_monotone:conjunction					i will never write and speak again in english.	i will never write again in english.						entailment
2881	2881	2881	crowd:downward_monotone					i will never write again in english.	i will never write stories again in english.						entailment
2882	2882	2882	crowd:downward_monotone					i will never write stories again in english.	i will never write again in english.						neutral
2883	2883	2883	crowd:downward_monotone					i hope he has n't had an accident.	i hope he has n't had an emergency accident.						entailment
2884	2884	2884	crowd:downward_monotone					i hope he has n't had an accident.	i hope he has n't had an accident recently.						entailment
2885	2885	2885	crowd:downward_monotone					i hope he has n't had an accident.	i hope he has n't had an accident with a car.						entailment
2886	2886	2886	crowd:downward_monotone					i hope he has n't had an accident.	i hope he has n't had a car accident.						entailment
2887	2887	2887	crowd:downward_monotone					i do n't have a good appetite.	i do n't have a good appetite today.						entailment
2888	2888	2888	crowd:downward_monotone					i do n't have a good appetite.	i do n't have a good appetite for vegetable.						entailment
2889	2889	2889	crowd:downward_monotone					i do n't have a good appetite for vegetable.	i do n't have a good appetite.						neutral
2890	2890	2890	crowd:downward_monotone					i do n't have a good appetite.	i do n't have a good appetite for italian food.						entailment
2891	2891	2891	crowd:downward_monotone					i do n't have a good appetite for italian food.	i do n't have a good appetite.						neutral
2892	2892	2892	crowd:downward_monotone					i do n't have a good appetite.	i do n't have a good appetite as i'm on a diet.						entailment
2893	2893	2893	crowd:downward_monotone					you 'll never finish translating sentences on tatoeba.	you 'll never finish translating sentences on tatoeba website.						entailment
2894	2894	2894	crowd:downward_monotone					you 'll never finish translating sentences on tatoeba website.	you 'll never finish translating sentences on tatoeba.						neutral
2895	2895	2895	crowd:downward_monotone					no smoking is allowed at this train station.	no tobacco smoking is allowed at this train station.						entailment
2896	2896	2896	crowd:downward_monotone					no tobacco smoking is allowed at this train station.	no smoking is allowed at this train station.						neutral
2897	2897	2897	crowd:downward_monotone:npi					no smoking is allowed at this train station.	no smoking at any time is allowed at this train station.						entailment
2898	2898	2898	crowd:downward_monotone					no smoking is allowed at this train station.	no smoking inside is allowed at this train station.						entailment
2899	2899	2899	crowd:downward_monotone					no smoking inside is allowed at this train station.	no smoking is allowed at this train station.						neutral
2900	2900	2900	crowd:downward_monotone					no smoking is allowed at this train station.	no smoking cigarettes is allowed at this train station.						entailment
2901	2901	2901	crowd:downward_monotone					no smoking cigarettes is allowed at this train station.	no smoking is allowed at this train station.						neutral
2902	2902	2902	crowd:downward_monotone:lexical_knowledge					you have no legal right to seize my property.	you have no legal position to seize my property.						entailment
2903	2903	2903	crowd:downward_monotone:lexical_knowledge					you have no legal right to seize my property.	you have no legal authority to seize my property.						entailment
2904	2904	2904	crowd:downward_monotone:conjunction:npi					you have no legal right to seize my property.	you have no legal right and also any international right to seize my property.						entailment
2905	2905	2905	crowd:downward_monotone:lexical_knowledge					you have no legal right to seize my property.	you have no legal freedom to seize my property.						entailment
2906	2906	2906	crowd:downward_monotone:lexical_knowledge					you have no legal right to seize my property.	you have no legal permission to seize my property.						entailment
2907	2907	2907	crowd:downward_monotone:lexical_knowledge					you have no legal right to seize my property.	you have no legal liberty to seize my property.						entailment
2908	2908	2908	crowd:downward_monotone					they do n't have enough ground space to camp.	they do n't have enough clean ground space to camp.						entailment
2909	2909	2909	crowd:downward_monotone					they do n't have enough clean ground space to camp.	they do n't have enough ground space to camp.						neutral
2910	2910	2910	crowd:downward_monotone					they do n't have enough ground space to camp.	they do n't have enough flat ground space to camp.						entailment
2911	2911	2911	crowd:downward_monotone					they do n't have enough flat ground space to camp.	they do n't have enough ground space to camp.						neutral
2912	2912	2912	crowd:downward_monotone					they do n't have enough ground space to camp.	they do n't have enough open ground space to camp.						entailment
2913	2913	2913	crowd:downward_monotone					they do n't have enough open ground space to camp.	they do n't have enough ground space to camp.						neutral
2914	2914	2914	crowd:downward_monotone					they do n't have enough ground space to camp.	they do n't have enough free ground space to camp.						entailment
2915	2915	2915	crowd:downward_monotone					they do n't have enough free ground space to camp.	they do n't have enough ground space to camp.						neutral
2916	2916	2916	crowd:downward_monotone:lexical_knowledge					they do n't have enough ground space to camp.	they do n't have enough surface space to camp.						entailment
2917	2917	2917	crowd:downward_monotone:lexical_knowledge					they do n't have enough ground space to camp.	they do n't have enough territory space to camp.						entailment
2918	2918	2918	crowd:downward_monotone:conjunction					arabic is n't a difficult language.	arabic is n't a difficult and rare language.						entailment
2919	2919	2919	crowd:downward_monotone					arabic is n't a difficult language.	arabic is n't a difficult old language.						entailment
2920	2920	2920	crowd:downward_monotone					arabic is n't a difficult language.	arabic is n't a difficult world language.						entailment
2921	2921	2921	crowd:downward_monotone:conjunction					arabic is n't a difficult language.	arabic is n't a difficult and very complicated language.						entailment
2922	2922	2922	crowd:downward_monotone:lexical_knowledge					it is no wonder that a man of his ability is so successful.	it is no wonder that a person of his ability is so successful.						entailment
2923	2923	2923	crowd:downward_monotone					it is no wonder that a man of his ability is so successful.	it is no wonder that a good man of his ability is so successful.						entailment
2924	2924	2924	crowd:downward_monotone					it is no wonder that a man of his ability is so successful.	it is no wonder that a great man of his ability is so successful.						entailment
2925	2925	2925	crowd:downward_monotone:lexical_knowledge					i do n't use birth control.	i do n't use pills.						entailment
2926	2926	2926	crowd:downward_monotone:conditionals					if you touch the wire , you 'll get a shock.	if you touch the bare wire , you 'll get a shock.						entailment
2927	2927	2927	crowd:downward_monotone:conditionals					if you touch the bare wire , you 'll get a shock.	if you touch the wire , you 'll get a shock.						neutral
2928	2928	2928	crowd:downward_monotone:conditionals					if you touch the wire , you 'll get a shock.	if you touch the electric wire , you 'll get a shock.						entailment
2929	2929	2929	crowd:downward_monotone:conditionals					if you touch the electric wire , you 'll get a shock.	if you touch the wire , you 'll get a shock.						neutral
2930	2930	2930	crowd:downward_monotone:conditionals					if you touch the wire , you 'll get a shock.	if you touch the copper wire , you 'll get a shock.						entailment
2931	2931	2931	crowd:downward_monotone:conditionals					if you touch the copper wire , you 'll get a shock.	if you touch the wire , you 'll get a shock.						neutral
2932	2932	2932	crowd:downward_monotone:conditionals					if you touch the wire , you 'll get a shock.	if you touch the long wire , you 'll get a shock.						entailment
2933	2933	2933	crowd:downward_monotone:conditionals					if you touch the long wire , you 'll get a shock.	if you touch the wire , you 'll get a shock.						neutral
2934	2934	2934	crowd:downward_monotone:conditionals					if you touch the wire , you 'll get a shock.	if you touch the damaged wire , you 'll get a shock.						entailment
2935	2935	2935	crowd:downward_monotone:conditionals					if you touch the damaged wire , you 'll get a shock.	if you touch the wire , you 'll get a shock.						neutral
2936	2936	2936	crowd:downward_monotone					you ca n't learn here, this is a school !.	you ca n't learn here, this is a great school !.						entailment
2937	2937	2937	crowd:downward_monotone:lexical_knowledge					i take my tea without sugar.	i take my tea without sweetener.						entailment
2938	2938	2938	crowd:downward_monotone					tom does n't usually wear a hat.	tom does n't usually wear a big hat.						entailment
2939	2939	2939	crowd:downward_monotone					tom does n't usually wear a big hat.	tom does n't usually wear a hat.						neutral
2940	2940	2940	crowd:downward_monotone:disjunction					tom does n't usually wear a hat.	tom does n't usually wear a hat or a cap.						entailment
2941	2941	2941	crowd:downward_monotone					tom does n't usually wear a hat.	tom does n't usually wear a mariachi hat.						entailment
2942	2942	2942	crowd:downward_monotone					tom does n't usually wear a mariachi hat.	tom does n't usually wear a hat.						neutral
2943	2943	2943	crowd:downward_monotone					tom does n't usually wear a hat.	tom does n't usually wear a black hat.						entailment
2944	2944	2944	crowd:downward_monotone					tom does n't usually wear a black hat.	tom does n't usually wear a hat.						neutral
2945	2945	2945	crowd:downward_monotone					tom does n't usually wear a hat.	tom does n't usually wear a red hat.						entailment
2946	2946	2946	crowd:downward_monotone					tom does n't usually wear a red hat.	tom does n't usually wear a hat.						neutral
2947	2947	2947	crowd:downward_monotone					i do n't believe in group therapy.	i do n't believe in group remedial therapy.						entailment
2948	2948	2948	crowd:downward_monotone					i do n't believe in group remedial therapy.	i do n't believe in group therapy.						neutral
2949	2949	2949	crowd:downward_monotone:conditionals					if your child drinks poison , rush him to the hospital.	if your child drinks liquid of poison , rush him to the hospital.						entailment
2950	2950	2950	crowd:downward_monotone:conditionals					if your child drinks poison , rush him to the hospital.	if your child drinks a bottle of poison , rush him to the hospital.						entailment
2951	2951	2951	crowd:downward_monotone:conditionals					if your child drinks poison , rush him to the hospital.	if your child drinks a type of poison , rush him to the hospital.						entailment
2952	2952	2952	crowd:downward_monotone:conditionals					if your child drinks poison , rush him to the hospital.	if your child drinks this danger poison , rush him to the hospital.						entailment
2953	2953	2953	crowd:downward_monotone:conditionals					if your child drinks poison , rush him to the hospital.	if your child drinks a little of poison , rush him to the hospital.						entailment
2954	2954	2954	crowd:downward_monotone:conditionals:lexical_knowledge					if your child drinks poison , rush him to the hospital.	if your child drinks venom , rush him to the hospital.						entailment
2955	2955	2955	crowd:downward_monotone:conjunction					tom says he does n't want a girlfriend.	tom says he does n't want a girlfriend and boyfriend.						entailment
2956	2956	2956	crowd:downward_monotone					i had no choice but to go.	i had no alternative choice but to go.						entailment
2957	2957	2957	crowd:downward_monotone					i had no choice but to go.	i had no valid choice but to go.						entailment
2958	2958	2958	crowd:downward_monotone					i had no choice but to go.	i had no easy choice but to go.						entailment
2959	2959	2959	crowd:downward_monotone					i had no choice but to go.	i had no better choice but to go.						entailment
2960	2960	2960	crowd:downward_monotone					i had no choice but to go.	i had no other choice but to go.						entailment
2961	2961	2961	crowd:downward_monotone					connecting a pc to the internet is n't rocket science.	connecting a pc to the internet is n't rocket science like in the movie.						entailment
2962	2962	2962	crowd:downward_monotone:disjunction					we do n't accept charity.	we do n't accept charity or help.						entailment
2963	2963	2963	crowd:downward_monotone					we do n't accept charity.	we do n't accept charity from companies.						entailment
2964	2964	2964	crowd:downward_monotone					we do n't accept charity from companies.	we do n't accept charity.						neutral
2965	2965	2965	crowd:downward_monotone:lexical_knowledge					we do n't accept charity.	we do n't accept generosity.						entailment
2966	2966	2966	crowd:downward_monotone:lexical_knowledge					we do n't accept charity.	we do n't accept donation.						entailment
2967	2967	2967	crowd:downward_monotone					no meal is complete without bread.	no sophisticated meal is complete without bread.						entailment
2968	2968	2968	crowd:downward_monotone					no sophisticated meal is complete without bread.	no meal is complete without bread.						neutral
2969	2969	2969	crowd:downward_monotone					no meal is complete without bread.	no good meal is complete without bread.						entailment
2970	2970	2970	crowd:downward_monotone					no good meal is complete without bread.	no meal is complete without bread.						neutral
2971	2971	2971	crowd:downward_monotone					tom does n't use steroids.	tom does n't use intoxicated steroids.						entailment
2972	2972	2972	crowd:downward_monotone					tom does n't use intoxicated steroids.	tom does n't use steroids.						neutral
2973	2973	2973	crowd:downward_monotone					i see no conspiracy there.	i see no absurd conspiracies there.						entailment
2974	2974	2974	crowd:downward_monotone					i see no absurd conspiracy there.	i see no conspiracies there.						neutral
2975	2975	2975	crowd:downward_monotone					i see no conspiracy there.	i see no signs of conspiracy there.						entailment
2976	2976	2976	crowd:downward_monotone					i see no signs of conspiracy there.	i see no conspiracy there.						neutral
2977	2977	2977	crowd:downward_monotone					i see no conspiracy there.	i see no secret conspiracy there.						entailment
2978	2978	2978	crowd:downward_monotone:conjunction					it 's no use crying over spilt milk.	it 's no use being sad and crying over spilt milk.						entailment
2979	2979	2979	crowd:downward_monotone:npi					i do n't like to watch tv.	i do n't like to watch boring tv.						entailment
2980	2980	2980	crowd:downward_monotone:npi					i do n't like to watch boring tv.	i do n't like to watch tv.						neutral
2981	2981	2981	crowd:downward_monotone					i do n't want to go to school !.	i do n't want to go to business school !.						entailment
2982	2982	2982	crowd:downward_monotone					i do n't want to go to business school !.	i do n't want to go to school !.						neutral
2983	2983	2983	crowd:downward_monotone					the point of hipster subculture is to avoid conforming to societal norms.	the point of hipster subculture today is to avoid conforming to societal norms.						entailment
2984	2984	2984	crowd:downward_monotone:npi					some people have no patience.	some people have no patience at all.						entailment
2985	2985	2985	crowd:downward_monotone					some people have no patience.	some people have no patience about money.						entailment
2986	2986	2986	crowd:downward_monotone					some people have no patience about money.	some people have no patience.						neutral
2987	2987	2987	crowd:downward_monotone:conditionals					if you wish for peace , prepare for war.	if you wish for world peace, prepare for war.						entailment
2988	2988	2988	crowd:downward_monotone					i do n't really want to pay that much for a new car.	i do n't really want to pay that much for a new nissan car.						entailment
2989	2989	2989	crowd:downward_monotone					i do n't really want to pay that much for a new nissan car.	i do n't really want to pay that much for a new car.						neutral
2990	2990	2990	crowd:downward_monotone					i do n't really want to pay that much for a new car.	i do n't really want to pay that much for a new red car.						entailment
2991	2991	2991	crowd:downward_monotone					i do n't really want to pay that much for a new red car.	i do n't really want to pay that much for a new car.						neutral
2992	2992	2992	crowd:downward_monotone:lexical_knowledge					she was never heard speaking ill of others.	she was never heard speaking ill of other actors.						entailment
2993	2993	2993	crowd:downward_monotone:lexical_knowledge					she was never heard speaking ill of other actors.	she was never heard speaking ill of others.						neutral
2994	2994	2994	crowd:downward_monotone					she was never heard speaking ill of others.	she was never heard speaking ill of other women.						entailment
2995	2995	2995	crowd:downward_monotone					she was never heard speaking ill of other women.	she was never heard speaking ill of others.						neutral
2996	2996	2996	crowd:downward_monotone					she can hardly speak japanese.	she can hardly speak japanese she wants to talk.						entailment
2997	2997	2997	crowd:downward_monotone					she can hardly speak japanese she wants to talk.	she can hardly speak japanese.						neutral
2998	2998	2998	crowd:downward_monotone					tom was n't expecting visitors.	tom was n't expecting visitors from usa.						entailment
2999	2999	2999	crowd:downward_monotone					tom was n't expecting visitors from usa.	tom was n't expecting visitors.						neutral
3000	3000	3000	crowd:downward_monotone					tom was n't expecting visits.	tom was n't expecting visits of his cousins.						entailment
3001	3001	3001	crowd:downward_monotone					tom was n't expecting visits of his cousins.	tom was n't expecting visits.						neutral
3002	3002	3002	crowd:downward_monotone					you have no choice in this matter.	you have no clear choice in this matter.						entailment
3003	3003	3003	crowd:downward_monotone					you have no clear choice in this matter.	you have no choice in this matter.						neutral
3004	3004	3004	crowd:downward_monotone					you have no choice in this matter.	you have no valid choice in this matter.						entailment
3005	3005	3005	crowd:downward_monotone					you have no valid choice in this matter.	you have no choice in this matter.						neutral
3006	3006	3006	crowd:downward_monotone:lexical_knowledge					i ca n't draw a bird.	i ca n't draw a birdie.						entailment
3007	3007	3007	crowd:downward_monotone					tom would n't hurt a fly.	tom would n't hurt a pesky fly.						entailment
3008	3008	3008	crowd:downward_monotone					tom would n't hurt a pesky fly.	tom would n't hurt a fly.						neutral
3009	3009	3009	crowd:downward_monotone					tom would n't hurt a fly.	tom would n't hurt a fly that's buzzing around.						entailment
3010	3010	3010	crowd:downward_monotone					tom would n't hurt a fly that's buzzing around.	tom would n't hurt a fly.						neutral
3011	3011	3011	crowd:downward_monotone					tom would n't hurt a fly.	tom would n't hurt a small fly.						entailment
3012	3012	3012	crowd:downward_monotone					tom would n't hurt a small fly.	tom would n't hurt a fly.						neutral
3013	3013	3013	crowd:downward_monotone					tom would n't hurt a fly.	tom would n't hurt a house fly.						entailment
3014	3014	3014	crowd:downward_monotone					tom would n't hurt a house fly.	tom would n't hurt a fly.						neutral
3015	3015	3015	crowd:downward_monotone:lexical_knowledge					that should n't be too much of a problem.	that should n't be too much of a hurdle.						entailment
3016	3016	3016	crowd:downward_monotone					that should n't be too much of a problem.	that should n't be too much of a problem at home.						entailment
3017	3017	3017	crowd:downward_monotone					that should n't be too much of a problem at home.	that should n't be too much of a problem.						neutral
3018	3018	3018	crowd:downward_monotone:disjunction					he took no notice of me.	he took no notice of me or my sister.						neutral
3019	3019	3019	crowd:downward_monotone:disjunction					he took no notice of me or my sister.	he took no notice of me.						entailment
3020	3020	3020	crowd:downward_monotone					i still have not learned to drive a car.	i still have not learned to drive a manual car.						entailment
3021	3021	3021	crowd:downward_monotone					i still have not learned to drive a manual car.	i still have not learned to drive a car.						neutral
3022	3022	3022	crowd:downward_monotone					i still have not learned to drive a car.	i still have not learned to drive a car around the city.						entailment
3023	3023	3023	crowd:downward_monotone					i still have not learned to drive a car around the city.	i still have not learned to drive a car.						neutral
3024	3024	3024	crowd:downward_monotone					i still have not learned to drive a car.	i still have not learned to drive a standard shift car.						entailment
3025	3025	3025	crowd:downward_monotone					i still have not learned to drive a standard shift car.	i still have not learned to drive a car.						neutral
3026	3026	3026	crowd:downward_monotone					i still have not learned to drive a car.	i still have not learned to drive a new car.						entailment
3027	3027	3027	crowd:downward_monotone					i still have not learned to drive a new car.	i still have not learned to drive a car.						neutral
3028	3028	3028	crowd:downward_monotone					tom should n't make fun of mary 's limp.	tom should n't make unfriendly remarks of mary 's limp.						entailment
3029	3029	3029	crowd:downward_monotone					tom should n't make fun of mary 's limp.	tom should n't make silly fun of mary 's limp.						entailment
3030	3030	3030	crowd:downward_monotone					tom should n't make fun of mary 's limp.	tom should n't make loud fun of mary 's limp.						entailment
3031	3031	3031	crowd:downward_monotone:disjunction					he had no friends to help him.	he had no friends or relatives to help him.						neutral
3032	3032	3032	crowd:downward_monotone:disjunction					he had no friends or relatives to help him.	he had no friends to help him.						entailment
3033	3033	3033	crowd:downward_monotone					he had no friend to help him.	he had no good friend to help him.						entailment
3034	3034	3034	crowd:downward_monotone					he had no good friend to help him.	he had no friend to help him.						neutral
3035	3035	3035	crowd:downward_monotone:lexical_knowledge					there are no other options.	there are no other alternatives.						entailment
3036	3036	3036	crowd:downward_monotone:lexical_knowledge					there are no other options.	there are no other possibilities.						entailment
3037	3037	3037	crowd:downward_monotone					there are no other options.	there are no other options for you.						entailment
3038	3038	3038	crowd:downward_monotone					there are no other options for you.	there are no other options.						neutral
3039	3039	3039	crowd:downward_monotone					there are no other options.	there are no other kind of options.						entailment
3040	3040	3040	crowd:downward_monotone					there are no other options.	there are no other good options.						entailment
3041	3041	3041	crowd:downward_monotone					there are no other good options.	there are no other options.						neutral
3042	3042	3042	crowd:downward_monotone:lexical_knowledge					there are no other options.	there are no other choices.						entailment
3043	3043	3043	crowd:downward_monotone:npi					some people quarrel for no reason at all.	some people quarrel for no original reason at all.						entailment
3044	3044	3044	crowd:downward_monotone:npi					some people quarrel for no original reason at all.	some people quarrel for no reason at all.						neutral
3045	3045	3045	crowd:downward_monotone:npi					some people quarrel for no reason at all.	some people quarrel for no supported reason at all.						entailment
3046	3046	3046	crowd:downward_monotone:npi					some people quarrel for no supported reason at all.	some people quarrel for no reason at all.						neutral
3047	3047	3047	crowd:downward_monotone:npi:lexical_knowledge					some people quarrel for no reason at all.	some people quarrel for no basis at all.						entailment
3048	3048	3048	crowd:downward_monotone:npi:lexical_knowledge					some people quarrel for no reason at all.	some people quarrel for no rationale at all.						entailment
3049	3049	3049	crowd:downward_monotone					many people in fiji do n't have access to clean drinking water.	many people in fiji do n't have access to clean drinking cold water.						entailment
3050	3050	3050	crowd:downward_monotone					many people in fiji do n't have access to clean drinking cold water.	many people in fiji do n't have access to clean drinking water.						neutral
3051	3051	3051	crowd:downward_monotone:npi					many people in fiji do n't have access to clean drinking water.	many people in fiji do n't have access at all to clean drinking hot water.						entailment
3052	3052	3052	crowd:downward_monotone:npi					many people in fiji do n't have access to clean drinking hot water.	many people in fiji do n't have access at all to clean drinking water.						neutral
3053	3053	3053	crowd:downward_monotone					many people in fiji do n't have access to clean drinking water.	many people in fiji do n't have basic access to clean drinking water.						entailment
3054	3054	3054	crowd:downward_monotone					many people in fiji do n't have basic access to clean drinking water.	many people in fiji do n't have access to clean drinking water.						neutral
3055	3055	3055	crowd:downward_monotone:npi					many people in fiji do n't have any access to clean drinking water.	many people in fiji do n't have any comfortable access to clean drinking water.						entailment
3056	3056	3056	crowd:downward_monotone:npi					many people in fiji do n't have any comfortable access to clean drinking water.	many people in fiji do n't have any access to clean drinking water.						neutral
3057	3057	3057	crowd:downward_monotone					many people in fiji do n't have access to clean drinking water.	many people in fiji do n't have simple access to clean drinking water.						entailment
3058	3058	3058	crowd:downward_monotone					many people in fiji do n't have simple access to clean drinking water.	many people in fiji do n't have access to clean drinking water.						neutral
3059	3059	3059	crowd:downward_monotone					many people in fiji do n't have access to clean drinking water.	many people in fiji do n't have public access to clean drinking water.						entailment
3060	3060	3060	crowd:downward_monotone					many people in fiji do n't have public access to clean drinking water.	many people in fiji do n't have access to clean drinking water.						neutral
3061	3061	3061	crowd:downward_monotone					my brother and sister get up about seven-thirty every morning.	my brother and sister get up about seven-thirty every weekday morning.						entailment
3062	3062	3062	crowd:downward_monotone					my brother and sister get up about seven-thirty every weekday morning.	my brother and sister get up about seven-thirty every morning.						neutral
3063	3063	3063	crowd:downward_monotone					my brother and sister get up about seven-thirty every morning.	my brother and sister get up about seven-thirty every morning in summer.						entailment
3064	3064	3064	crowd:downward_monotone					my brother and sister get up about seven-thirty every morning in summer.	my brother and sister get up about seven-thirty every morning.						neutral
3065	3065	3065	crowd:downward_monotone					my brother and sister get up about seven-thirty every morning.	my brother and sister get up about seven-thirty every school day morning.						entailment
3066	3066	3066	crowd:downward_monotone					my brother and sister get up about seven-thirty every school morning.	my brother and sister get up about seven-thirty every day morning.						neutral
3067	3067	3067	crowd:downward_monotone					my brother and sister get up about seven-thirty every morning.	my brother and sister get up about seven-thirty every morning in the holidays.						entailment
3068	3068	3068	crowd:downward_monotone					my brother and sister get up about seven-thirty every morning in the holidays.	my brother and sister get up about seven-thirty every morning.						neutral
3069	3069	3069	crowd:downward_monotone					my brother and sister get up about seven-thirty every morning.	my brother and sister get up about seven-thirty every early in the morning.						entailment
3070	3070	3070	crowd:downward_monotone:disjunction					there 's no other way to do this.	there 's no other way or means to do this.						entailment
3071	3071	3071	crowd:downward_monotone					there 's no other way to do this.	there 's no other alternative way to do this.						entailment
3072	3072	3072	crowd:downward_monotone					there 's no other way to do this.	there 's no other possible way to do this.						entailment
3073	3073	3073	crowd:downward_monotone					there 's no other way to do this.	there 's no other simpler way to do this.						entailment
3074	3074	3074	crowd:downward_monotone					it is n't a secret.	it is n't a very classified secret.						entailment
3075	3075	3075	crowd:downward_monotone					it is n't a secret.	it is n't an important secret.						entailment
3076	3076	3076	crowd:downward_monotone					it is n't an important secret.	it is n't a secret.						neutral
3077	3077	3077	crowd:downward_monotone					ben learned to make a fire without matches.	ben learned to make a fire without incendiary matches.						entailment
3078	3078	3078	crowd:downward_monotone:conjunction					ben learned to make a fire without matches.	ben learned to make a fire without matches and lighters.						entailment
3079	3079	3079	crowd:downward_monotone					my mother does n't like to watch tv.	my mother does n't like to watch journal tv.						entailment
3080	3080	3080	crowd:downward_monotone					my mother does n't like to watch journal tv.	my mother does n't like to watch tv.						neutral
3081	3081	3081	crowd:upward_monotone					we play football every saturday.	we play football in the morning every saturday.						neutral
3082	3082	3082	crowd:upward_monotone					we play football in the morning every saturday.	we play football every saturday.						entailment
3083	3083	3083	crowd:upward_monotone					we play football at night every saturday.	we play football every saturday.						entailment
3084	3084	3084	crowd:upward_monotone					we play football every saturday.	we play football at night every saturday.						neutral
3085	3085	3085	crowd:downward_monotone					we play football every saturday in spring.	we play football every saturday.						neutral
3086	3086	3086	crowd:downward_monotone					we play football every saturday.	we play football every saturday in spring.						entailment
3087	3087	3087	crowd:downward_monotone					dan did n't use a phone.	dan did n't use a mobile phone.						entailment
3088	3088	3088	crowd:downward_monotone					dan did n't use a mobile phone.	dan did n't use a phone.						neutral
3089	3089	3089	crowd:downward_monotone					dan did n't use a phone.	dan did n't use a harmful radiating mobile phone.						entailment
3090	3090	3090	crowd:downward_monotone					dan did n't use a harmful radiating mobile phone.	dan did n't use a phone.						neutral
3091	3091	3091	crowd:downward_monotone					dan did n't use a phone.	dan did n't use a black mobile phone.						entailment
3092	3092	3092	crowd:downward_monotone					dan did n't use a black mobile phone.	dan did n't use a phone.						neutral
3093	3093	3093	crowd:downward_monotone:conjunction					not a few houses were destroyed in the typhoon.	not a few houses and buildings were destroyed in the typhoon.						entailment
